01/07/2026 12:36:35 [err] Exception in thread "Thread-5" org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'barOdemeSorguGonderilenlerModel' defined in URL [jar:file:/C:/avicennanew/jars/client/GSS_DSL.jar!/META-INF/module-context.xml]: Cannot resolve reference to bean 'osOdemesorgugirisdvoDAO' while setting bean property 'odemesorgugirisdvoDAO'; nested exception is org.springframework.beans.factory.NoSuchBeanDefinitionException: No bean named 'osOdemesorgugirisdvoDAO' is defined
01/07/2026 12:36:35 [err] 	at org.springframework.beans.factory.support.BeanDefinitionValueResolver.resolveReference(BeanDefinitionValueResolver.java:328)
01/07/2026 13:31:43 [err] 	at java.awt.EventQueue$4.run(EventQueue.java:731)
01/07/2026 13:31:43 [err] 	at java.security.AccessController.doPrivileged(Native Method)
01/07/2026 13:31:43 [err] 	at java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(ProtectionDomain.java:74)
01/07/2026 13:31:43 [err] 	at java.awt.EventQueue.dispatchEvent(EventQueue.java:730)
01/07/2026 13:31:43 [err] 	at java.awt.EventDispatchThread.pumpOneEventForFilters(EventDispatchThread.java:205)
01/07/2026 13:31:43 [err] 	at java.awt.EventDispatchThread.pumpEventsForFilter(EventDispatchThread.java:116)
01/07/2026 13:31:43 [err] 	at java.awt.EventDispatchThread.pumpEventsForHierarchy(EventDispatchThread.java:105)
01/07/2026 13:31:43 [err] 	at java.awt.EventDispatchThread.pumpEvents(EventDispatchThread.java:101)
01/07/2026 13:31:43 [err] 	at java.awt.EventDispatchThread.pumpEvents(EventDispatchThread.java:93)
01/07/2026 13:31:43 [err] 	at java.awt.EventDispatchThread.run(EventDispatchThread.java:82)
01/07/2026 13:39:40 [err] LcdDisplay is not available. Connection refused: connect
01/07/2026 13:39:41 [err] Exception in thread "AWT-EventQueue-0" java.lang.NullPointerException
01/07/2026 13:39:41 [err] 	at com.jidesoft.plaf.basic.BasicJideTabbedPaneUI.paint(Unknown Source)
01/07/2026 13:39:41 [err] 	at javax.swing.plaf.ComponentUI.update(ComponentUI.java:161)
01/07/2026 13:39:41 [err] 	at javax.swing.JComponent.paintComponent(JComponent.java:780)
01/07/2026 13:39:41 [err] 	at javax.swing.JComponent.paint(JComponent.java:1056)
01/07/2026 13:39:41 [err] 	at javax.swing.JComponent.paintToOffscreen(JComponent.java:5210)
01/07/2026 13:39:41 [err] 	at javax.swing.RepaintManager$PaintManager.paintDoubleBuffered(RepaintManager.java:1579)
01/07/2026 13:39:41 [err] 	at javax.swing.RepaintManager$PaintManager.paint(RepaintManager.java:1502)
01/07/2026 13:39:41 [err] 	at javax.swing.RepaintManager.paint(RepaintManager.java:1272)
01/07/2026 13:39:41 [err] 	at javax.swing.JComponent._paintImmediately(JComponent.java:5158)
01/07/2026 13:39:41 [err] 	at javax.swing.JComponent.paintImmediately(JComponent.java:4969)
01/07/2026 13:39:41 [err] 	at javax.swing.RepaintManager$4.run(RepaintManager.java:831)
01/07/2026 13:39:41 [err] 	at javax.swing.RepaintManager$4.run(RepaintManager.java:814)
01/07/2026 13:39:41 [err] 	at java.security.AccessController.doPrivileged(Native Method)
01/07/2026 13:39:41 [err] 	at java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(ProtectionDomain.java:74)
01/07/2026 13:39:41 [err] 	at javax.swing.RepaintManager.paintDirtyRegions(RepaintManager.java:814)
01/07/2026 13:39:41 [err] 	at javax.swing.RepaintManager.paintDirtyRegions(RepaintManager.java:789)
01/07/2026 13:39:41 [err] 	at javax.swing.RepaintManager.prePaintDirtyRegions(RepaintManager.java:738)
01/07/2026 13:39:41 [err] 	at javax.swing.RepaintManager.access$1200(RepaintManager.java:64)
01/07/2026 13:39:41 [err] 	at javax.swing.RepaintManager$ProcessingRunnable.run(RepaintManager.java:1732)
01/07/2026 13:39:41 [err] 	at java.awt.event.InvocationEvent.dispatch(InvocationEvent.java:311)
01/07/2026 13:39:41 [err] 	at java.awt.EventQueue.dispatchEventImpl(EventQueue.java:758)
01/07/2026 13:39:41 [err] 	at java.awt.EventQueue.access$500(EventQueue.java:97)
01/07/2026 13:39:41 [err] 	at java.awt.EventQueue$3.run(EventQueue.java:709)
01/07/2026 13:39:41 [err] 	at java.awt.EventQueue$3.run(EventQueue.java:703)
01/07/2026 13:39:41 [err] 	at java.security.AccessController.doPrivileged(Native Method)
01/07/2026 13:39:41 [err] 	at java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(ProtectionDomain.java:74)
01/07/2026 13:39:41 [err] 	at java.awt.EventQueue.dispatchEvent(EventQueue.java:728)
01/07/2026 13:39:41 [err] 	at java.awt.EventDispatchThread.pumpOneEventForFilters(EventDispatchThread.java:205)
01/07/2026 13:39:41 [err] 	at java.awt.EventDispatchThread.pumpEventsForFilter(EventDispatchThread.java:116)
01/07/2026 13:39:41 [err] 	at java.awt.EventDispatchThread.pumpEventsForFilter(EventDispatchThread.java:109)
01/07/2026 13:39:41 [err] 	at java.awt.WaitDispatchSupport$2.run(WaitDispatchSupport.java:190)
01/07/2026 13:39:41 [err] 	at java.awt.WaitDispatchSupport$4.run(WaitDispatchSupport.java:235)
01/07/2026 13:39:41 [err] 	at java.awt.WaitDispatchSupport$4.run(WaitDispatchSupport.java:233)
01/07/2026 13:39:41 [err] 	at java.security.AccessController.doPrivileged(Native Method)
01/07/2026 13:39:41 [err] 	at java.awt.WaitDispatchSupport.enter(WaitDispatchSupport.java:233)
01/07/2026 13:39:41 [err] 	at java.awt.Dialog.show(Dialog.java:1084)
01/07/2026 13:39:41 [err] 	at java.awt.Component.show(Component.java:1671)
01/07/2026 13:39:41 [err] 	at com.datasel.avicenna.client.ACDialog.show(ACDialog.java:215)
01/07/2026 13:39:41 [err] 	at java.awt.Component.setVisible(Component.java:1623)
01/07/2026 13:39:41 [err] 	at java.awt.Window.setVisible(Window.java:1014)
01/07/2026 13:39:41 [err] 	at java.awt.Dialog.setVisible(Dialog.java:1005)
01/07/2026 13:39:41 [err] 	at com.datasel.avicenna.client.ACDialog.showDialog(ACDialog.java:233)
01/07/2026 13:39:41 [err] 	at com.datasel.avicenna.client.ACProgressDialog.runProgressMain(ACProgressDialog.java:154)
01/07/2026 13:39:41 [err] 	at com.datasel.avicenna.client.ACProgressDialog.runProgress(ACProgressDialog.java:71)
01/07/2026 13:39:41 [err] 	at com.datasel.avicenna.core.gui.client.Menu.openCenterPanel(Menu.java:685)
01/07/2026 13:39:41 [err] 	at com.datasel.avicenna.core.gui.client.Menu.access$400(Menu.java:100)
01/07/2026 13:39:41 [err] 	at com.datasel.avicenna.core.gui.client.Menu$10.valueChanged(Menu.java:582)
01/07/2026 13:39:41 [err] 	at javax.swing.JTree.fireValueChanged(JTree.java:2934)
01/07/2026 13:39:41 [err] 	at javax.swing.JTree$TreeSelectionRedirector.valueChanged(JTree.java:3398)
01/07/2026 13:39:41 [err] 	at javax.swing.tree.DefaultTreeSelectionModel.fireValueChanged(DefaultTreeSelectionModel.java:635)
01/07/2026 13:39:41 [err] 	at javax.swing.tree.DefaultTreeSelectionModel.notifyPathChange(DefaultTreeSelectionModel.java:1093)
01/07/2026 13:39:41 [err] 	at javax.swing.tree.DefaultTreeSelectionModel.setSelectionPaths(DefaultTreeSelectionModel.java:294)
01/07/2026 13:39:41 [err] 	at javax.swing.tree.DefaultTreeSelectionModel.setSelectionPath(DefaultTreeSelectionModel.java:188)
01/07/2026 13:39:41 [err] 	at javax.swing.JTree.setSelectionPath(JTree.java:1641)
01/07/2026 13:39:41 [err] 	at javax.swing.plaf.basic.BasicTreeUI.selectPathForEvent(BasicTreeUI.java:2393)
01/07/2026 13:39:41 [err] 	at javax.swing.plaf.basic.BasicTreeUI$Handler.handleSelection(BasicTreeUI.java:3609)
01/07/2026 13:39:41 [err] 	at javax.swing.plaf.basic.BasicTreeUI$Handler.mousePressed(BasicTreeUI.java:3548)
01/07/2026 13:39:41 [err] 	at java.awt.Component.processMouseEvent(Component.java:6536)
01/07/2026 13:39:41 [err] 	at javax.swing.JComponent.processMouseEvent(JComponent.java:3324)
01/07/2026 13:39:41 [err] 	at java.awt.Component.processEvent(Component.java:6304)
01/07/2026 13:39:41 [err] 	at java.awt.Container.processEvent(Container.java:2239)
01/07/2026 13:39:41 [err] 	at java.awt.Component.dispatchEventImpl(Component.java:4889)
01/07/2026 13:39:41 [err] 	at java.awt.Container.dispatchEventImpl(Container.java:2297)
01/07/2026 13:39:41 [err] 	at java.awt.Component.dispatchEvent(Component.java:4711)
01/07/2026 13:39:41 [err] 	at java.awt.LightweightDispatcher.retargetMouseEvent(Container.java:4904)
01/07/2026 13:39:41 [err] 	at java.awt.LightweightDispatcher.processMouseEvent(Container.java:4532)
01/07/2026 13:39:41 [err] 	at java.awt.LightweightDispatcher.dispatchEvent(Container.java:4476)
01/07/2026 13:39:41 [err] 	at java.awt.Container.dispatchEventImpl(Container.java:2283)
01/07/2026 13:39:41 [err] 	at java.awt.Window.dispatchEventImpl(Window.java:2746)
01/07/2026 13:39:41 [err] 	at java.awt.Component.dispatchEvent(Component.java:4711)
01/07/2026 13:39:41 [err] 	at java.awt.EventQueue.dispatchEventImpl(EventQueue.java:760)
01/07/2026 13:39:41 [err] 	at java.awt.EventQueue.access$500(EventQueue.java:97)
01/07/2026 13:39:41 [err] 	at java.awt.EventQueue$3.run(EventQueue.java:709)
01/07/2026 13:39:41 [err] 	at java.awt.EventQueue$3.run(EventQueue.java:703)
01/07/2026 13:39:41 [err] 	at java.security.AccessController.doPrivileged(Native Method)
01/07/2026 13:39:41 [err] 	at java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(ProtectionDomain.java:74)
01/07/2026 13:39:41 [err] 	at java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(ProtectionDomain.java:84)
01/07/2026 13:39:41 [err] 	at java.awt.EventQueue$4.run(EventQueue.java:733)
01/07/2026 13:39:41 [err] 	at java.awt.EventQueue$4.run(EventQueue.java:731)
01/07/2026 13:39:41 [err] 	at java.security.AccessController.doPrivileged(Native Method)
01/07/2026 13:39:41 [err] 	at java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(ProtectionDomain.java:74)
01/07/2026 13:39:41 [err] 	at java.awt.EventQueue.dispatchEvent(EventQueue.java:730)
01/07/2026 13:39:41 [err] 	at java.awt.EventDispatchThread.pumpOneEventForFilters(EventDispatchThread.java:205)
01/07/2026 13:39:41 [err] 	at java.awt.EventDispatchThread.pumpEventsForFilter(EventDispatchThread.java:116)
01/07/2026 13:39:41 [err] 	at java.awt.EventDispatchThread.pumpEventsForHierarchy(EventDispatchThread.java:105)
01/07/2026 13:39:41 [err] 	at java.awt.EventDispatchThread.pumpEvents(EventDispatchThread.java:101)
01/07/2026 13:39:41 [err] 	at java.awt.EventDispatchThread.pumpEvents(EventDispatchThread.java:93)
01/07/2026 13:39:41 [err] 	at java.awt.EventDispatchThread.run(EventDispatchThread.java:82)
